"year","model","scenario","scenario_geography","variable","unit","carbon_tax"
2070,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",56.1433125272727
2071,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",57.4908347132182
2072,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",58.8383568991636
2073,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",60.1858790851091
2074,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",61.5334012710545
2075,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",62.880923457
2076,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",63.6268274662909
2077,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",64.3727314755818
2078,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",65.1186354848727
2079,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",65.8645394941636
2080,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",66.6104435034545
2081,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",68.3772627995999
2082,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",70.1440820957454
2083,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",71.9109013918909
2084,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",73.6777206880363
2085,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",75.4445399841818
2086,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",77.6116387736182
2087,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",79.7787375630545
2088,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",81.9458363524909
2089,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",84.1129351419273
2090,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",86.2800339313636
2091,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",85.0587721846363
2092,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",83.8375104379091
2093,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",82.6162486911818
2094,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",81.3949869444545
2095,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",80.1737251977273
2096,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",78.0763301085273
2097,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",75.9789350193273
2098,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",73.8815399301273
2099,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",71.7841448409273
2100,"GCAM 5.3+ NGFS","NDC_Indonesia_moderate","Indonesia","Price|Carbon","US$2010/t CO2",69.6867497517273
2015,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2016,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2017,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2018,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2019,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2020,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2021,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2022,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2023,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2024,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",0
2025,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",69.6583976349853
2026,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",76.52030882977
2027,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",83.3822200245548
2028,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",90.2441312193395
2029,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",97.1060424141243
2030,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",103.967953608909
2031,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",111.714613839198
2032,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",119.461274069487
2033,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",127.207934299775
2034,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",134.954594530064
2035,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",142.701254760353
2036,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",150.759633964723
2037,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",158.818013169092
2038,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",166.876392373462
2039,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",174.934771577831
2040,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",182.993150782201
2041,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",209.667516619431
2042,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",236.341882456661
2043,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",263.01624829389
2044,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",289.69061413112
2045,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",316.36497996835
2046,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",378.508304544172
2047,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",440.651629119994
2048,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",502.794953695816
2049,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",564.938278271638
2050,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",627.08160284746
2051,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",645.881586949663
2052,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",664.681571051866
2053,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",683.481555154069
2054,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",702.281539256272
2055,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",721.081523358475
2056,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",758.92994607484
2057,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",796.778368791205
2058,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",834.626791507571
2059,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",872.475214223936
2060,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",910.323636940301
2061,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",916.087950255297
2062,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",921.852263570294
2063,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",927.61657688529
2064,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",933.380890200287
2065,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",939.145203515283
2066,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",952.125902696112
2067,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",965.106601876942
2068,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",978.087301057771
2069,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",991.0680002386
2070,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1004.04869941943
2071,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1024.45377100896
2072,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1044.8588425985
2073,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1065.26391418803
2074,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1085.66898577757
2075,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1106.0740573671
2076,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1134.41952729786
2077,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1162.76499722862
2078,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1191.11046715938
2079,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1219.45593709014
2080,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1247.8014070209
2081,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1254.87391887698
2082,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1261.94643073305
2083,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1269.01894258913
2084,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1276.0914544452
2085,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1283.16396630128
2086,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1287.17501424484
2087,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1291.1860621884
2088,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1295.19711013197
2089,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1299.20815807553
2090,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1303.21920601909
2091,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1306.40141180844
2092,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1309.58361759779
2093,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1312.76582338714
2094,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1315.94802917649
2095,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1319.13023496584
2096,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1349.6869578185
2097,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1380.24368067115
2098,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1410.80040352381
2099,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1441.35712637646
2100,"GCAM 5.3+ NGFS","NZ2050","Global","Price|Carbon","US$2010/t CO2",1471.91384922912
2015,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2016,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2017,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2018,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2019,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2020,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2021,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2022,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2023,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2024,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2025,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",62.9875874822727
2026,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",69.4865686624363
2027,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",75.9855498426
2028,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",82.4845310227636
2029,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",88.9835122029273
2030,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",95.4824933830909
2031,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",104.783596386873
2032,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",114.084699390655
2033,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",123.385802394436
2034,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",132.686905398218
2035,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",141.988008402
2036,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",148.742073704618
2037,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",155.496139007236
2038,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",162.250204309855
2039,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",169.004269612473
2040,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",175.758334915091
2041,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",197.857549931073
2042,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",219.956764947055
2043,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",242.055979963036
2044,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",264.155194979018
2045,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",286.254409995
2046,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",341.678773917818
2047,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",397.103137840636
2048,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",452.527501763455
2049,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",507.951865686273
2050,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",563.376229609091
2051,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",589.379099894182
2052,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",615.381970179273
2053,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",641.384840464364
2054,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",667.387710749455
2055,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",693.390581034546
2056,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",735.104483445273
2057,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",776.818385856
2058,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",818.532288266728
2059,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",860.246190677455
2060,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",901.960093088182
2061,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",908.707212826364
2062,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",915.454332564546
2063,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",922.201452302728
2064,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",928.948572040909
2065,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",935.695691779091
2066,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",948.864151209273
2067,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",962.032610639455
2068,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",975.201070069636
2069,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",988.369529499818
2070,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1001.53798893
2071,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1021.83557414236
2072,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1042.13315935473
2073,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1062.43074456709
2074,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1082.72832977946
2075,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1103.02591499182
2076,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1131.13229907764
2077,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1159.23868316346
2078,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1187.34506724927
2079,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1215.45145133509
2080,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1243.55783542091
2081,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1250.20077169255
2082,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1256.84370796418
2083,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1263.48664423582
2084,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1270.12958050745
2085,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1276.77251677909
2086,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1280.61738280636
2087,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1284.46224883363
2088,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1288.30711486091
2089,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1292.15198088818
2090,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1295.99684691545
2091,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1299.04214617963
2092,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1302.08744544381
2093,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1305.132744708
2094,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1308.17804397218
2095,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1311.22334323636
2096,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1342.48169061163
2097,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1373.74003798691
2098,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1404.99838536218
2099,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1436.25673273746
2100,"GCAM 5.3+ NGFS","NZ2050_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1467.51508011273
2015,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2016,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2017,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2018,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2019,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2020,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2021,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2022,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2023,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2024,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",0
2025,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",5
2026,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",8
2027,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",11
2028,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",14
2029,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",17
2030,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",20
2031,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",23
2032,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",26
2033,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",29
2034,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",32
2035,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",35
2036,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",63.1516669830182
2037,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",91.3033339660364
2038,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",119.455000949055
2039,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",147.606667932073
2040,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",175.758334915091
2041,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",197.857549931073
2042,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",219.956764947055
2043,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",242.055979963036
2044,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",264.155194979018
2045,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",286.254409995
2046,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",341.678773917818
